sale_type,property_type,address,city,state,zip,price,beds,baths,location,square_feet,lot_size,year_built,days_on_market,cost_per_square_foot,payment_hoa,status,next_open_house_start_time,next_open_house_end_time,url,source,mls,latitude,longitude,time_commute_joe,time_commute_kira,time_downtown,time_hiking,time_airport,time_commute,payment_loan,payment_pmi,payment_taxes,payment_maint,payment_hoi,payment_total,beds_score,baths_score,payment_score,square_feet_score,time_commute_score,time_downtown_score,time_hiking_score,time_airport_score,total_score
MLS Listing,Condo/Co-op,2219 14TH Ave W #304,Seattle,WA,98119,349950,1,1,Queen Anne,735,13131,1978,24,476,415,Active,NA,NA,http://www.redfin.com/WA/Seattle/2219-14th-Ave-W-98119/unit-304/home/37981,NWMLS,1511336,47.6393755,-122.3753426,35.78333333,30.13333333,14.11666667,39.03333333,26.93333333,35.78333333,1389.115217,124.9791667,364.53125,291.625,87.4875,2672.738134,0,0,0.335,0.511,0.646,1,0.269,0.464,3.225
MLS Listing,Condo/Co-op,21026 40th Pl S Unit L-7,SeaTac,WA,98198,320000,2,1.75,West Hill,1015,0,2010,24,315,358,Active,NA,NA,http://www.redfin.com/WA/SeaTac/21026-40th-Pl-S-98198/unit-L7/home/44657027,NWMLS,1511668,47.4141826,-122.2839661,17.1,13.58333333,22.68333333,32.58333333,12.03333333,17.1,1250.412097,112.5,333.3333333,266.6666667,80,2400.912097,1,0.854,1.049,2,3.607,0.847,0.388,0.5,10.245
MLS Listing,Single Family Residential,4563 33rd Ave S,Seattle,WA,98118,300000,3,1.5,Columbia City,1460,3000,1907,24,205,0,Active,NA,NA,http://www.redfin.com/WA/Seattle/4563-33rd-Ave-S-98118/home/172236,NWMLS,1512472,47.561014,-122.291339,24.66666667,20.96666667,13.8,31.13333333,19.41666667,24.66666667,1157.788979,104.1666667,312.5,250,75,1899.455646,2,0.5,2.788,2,2.503,1,0.41,0.5,11.701
MLS Listing,Condo/Co-op,5801 200th St SW #201,Lynnwood,WA,98036,354900,2,1.75,Cedar Valley,1403,30159,1999,24,253,464,Active,NA,NA,http://www.redfin.com/WA/Lynnwood/5801-200th-St-SW-98036/unit-201/home/2861291,NWMLS,1510365,47.8180015,-122.3115895,37.18333333,34.45,20.81666667,42.28333333,34.1,37.18333333,1412.039439,127.0416667,369.6875,295.75,88.725,2757.243605,1,0.854,0.187,2,0.472,0.91,0.205,0.362,5.99
MLS Listing,Townhouse,5016 168th St SW Unit A,Lynnwood,WA,98037,329000,3,1.75,Lynnwood,1161,0,1992,24,283,270,Active,NA,NA,http://www.redfin.com/WA/Lynnwood/5016-168th-St-SW-98037/unit-A/home/2832526,NWMLS,1512341,47.8461335,-122.3012662,37.45,39.5,25.88333333,42.55,39.15,39.5,1292.0925,116.25,342.7083333,274.1666667,82.25,2377.4675,2,0.854,1.124,2,0.239,0.709,0.2,0.267,7.393
MLS Listing,Condo/Co-op,7453 Newcastle Golf Club Rd Unit F101,Newcastle,WA,98059,310000,2,1,Newcastle,802,0,1991,24,387,370,Active,NA,NA,http://www.redfin.com/WA/Newcastle/7453-Newcastle-Golf-Club-Rd-98059/unit-F101/home/54972,NWMLS,1509005,47.5362174,-122.1634892,16.03333333,19.36666667,19.85,20.01666667,19.73333333,19.36666667,1204.100538,108.3333333,322.9166667,258.3333333,77.5,2341.183871,1,0,1.243,1.016,3.334,0.937,0.5,0.5,8.53
MLS Listing,Single Family Residential,26433 189th Ave SE,Covington,WA,98042,349950,3,1.75,Timberlane,1160,5200,1977,24,302,37,Active,NA,NA,http://www.redfin.com/WA/Covington/26433-189th-Ave-SE-98042/home/373056,NWMLS,1512095,47.3643428,-122.0896173,28.78333333,28.46666667,43.01666667,21.61666667,33.71666667,28.78333333,1389.115217,124.9791667,364.53125,291.625,87.4875,2294.738134,2,0.854,1.4,2,1.77,0.011,0.498,0.368,8.901
MLS Listing,Single Family Residential,3762 S 175th St,SeaTac,WA,98188,429980,3,2,McMicken Heights,1760,11847,1952,24,244,0,Active,NA,NA,http://www.redfin.com/WA/SeaTac/3762-S-175th-St-98188/home/341416,NWMLS,1511161,47.446367,-122.2835387,16.48333333,11.15,22.15,31.96666667,6.583333333,16.48333333,1759.746625,158.325,447.8958333,358.3166667,107.495,2831.779125,2,1,0.091,2,3.671,0.866,0.397,0.5,10.525
MLS Listing,Single Family Residential,14258 SE 257th Pl,Kent,WA,98042,385000,3,1.75,East Hill,1490,6364,1976,24,258,0,Active,NA,NA,http://www.redfin.com/WA/Kent/14258-SE-257th-Pl-98042/home/399424,NWMLS,1510970,47.3712356,-122.1515576,23.26666667,22.9,36.83333333,23.63333333,25.93333333,23.26666667,1551.437232,139.5833333,401.0416667,320.8333333,96.25,2509.145565,2,0.854,0.728,2,2.742,0.172,0.49,0.473,9.459
MLS Listing,Condo/Co-op,17430 Ambaum Blvd S #37,Seattle,WA,98148,199950,2,1,Burien,881,100009,1981,25,227,377,Active,NA,NA,http://www.redfin.com/WA/Seattle/17430-Ambaum-Blvd-S-98148/unit-37/home/50310,NWMLS,1500493,47.4463099,-122.329444,17.65,12.26666667,22.13333333,33.13333333,8.55,17.65,694.4418296,0,208.28125,166.625,49.9875,1496.33558,1,0,3.808,1.594,3.547,0.867,0.378,0.5,11.694
MLS Listing,Townhouse,3116 164 St SW #2004,Lynnwood,WA,98087,343000,2,1.75,Lynnwood,1059,661695,2001,25,324,273,Active,NA,NA,http://www.redfin.com/WA/Lynnwood/3116-164th-St-SW-98087/unit-2004/home/11883969,NWMLS,1510396,47.8481749,-122.2761811,35.15,38.41666667,24.8,40.25,38.06666667,38.41666667,1356.928683,122.0833333,357.2916667,285.8333333,85.75,2480.887017,1,0.854,0.807,2,0.339,0.759,0.245,0.288,6.292
MLS Listing,Condo/Co-op,15203 Sunwood Blvd Unit B1,Tukwila,WA,98188,243500,2,1.75,Tukwila,1140,502106,1980,25,214,377,Active,NA,NA,http://www.redfin.com/WA/Tukwila/15203-Sunwood-Blvd-98188/unit-B1/home/6681,NWMLS,1511258,47.4662316,-122.2585029,13,7.366666667,18.46666667,28.46666667,9.266666667,13,896.1286697,0,253.6458333,202.9166667,60.875,1790.56617,1,0.854,3.13,2,3.928,0.967,0.447,0.5,12.826
MLS Listing,Single Family Residential,5411 23rd Ave S,Seattle,WA,98108,400000,2,1,Beacon Hill,1570,4400,1925,25,255,0,Active,NA,NA,http://www.redfin.com/WA/Seattle/5411-23rd-Ave-S-98108/home/482262,NWMLS,1511766,47.5534671,-122.3043139,25.88333333,17.6,12.58333333,30.93333333,17.26666667,25.88333333,1620.904571,145.8333333,416.6666667,333.3333333,100,2616.737904,1,0,0.455,2,2.289,1,0.413,0.5,7.657
MLS Listing,Single Family Residential,14509 SE 275th Pl,Kent,WA,98042,449000,4,2.25,Lake Meridian,2260,7770,1979,25,199,0,Active,NA,NA,http://www.redfin.com/WA/Kent/14509-SE-275th-Pl-98042/home/405980,NWMLS,1507720,47.3545212,-122.1477336,27.28333333,23.4,37.46666667,24.18333333,26.55,27.28333333,1847.83121,166.25,467.7083333,374.1666667,112.25,2968.20621,2,1,0.003,2,2.039,0.148,0.487,0.468,8.145
MLS Listing,Condo/Co-op,1150 N 198th St Unit E-105,Shoreline,WA,98133,299950,2,2,Echo Lake,852,0,1986,26,352,295,Active,NA,NA,http://www.redfin.com/WA/Shoreline/1150-N-198th-St-98133/unit-E-105/home/2119596,NWMLS,1511429,47.7724671,-122.34506,37.01666667,33.73333333,20.11666667,42.65,33.4,37.01666667,1157.557421,104.1458333,312.4479167,249.9583333,74.9875,2194.097004,1,1,1.753,1.397,0.492,0.93,0.198,0.374,7.144
MLS Listing,Single Family Residential,745 1st Ave N,Kent,WA,98032,324950,2,1,Downtown Kent,760,5240,1949,26,428,0,Active,NA,NA,http://www.redfin.com/WA/Kent/745-1st-Ave-N-98032/home/398083,NWMLS,1510835,47.3879972,-122.2336722,21.53333333,14.9,29.58333333,33.31666667,18.95,21.53333333,1273.336319,114.5625,338.4895833,270.7916667,81.2375,2078.417569,1,0,2.167,0.691,3.021,0.522,0.375,0.5,8.276
MLS Listing,Condo/Co-op,23525 54th Ave S Unit 4-1,Kent,WA,98032,275000,2,2,The Lakes,1017,424298,1995,26,270,270,Active,NA,NA,http://www.redfin.com/WA/Kent/23525-54th-Ave-S-98032/unit-4-1/home/2081186,NWMLS,1511016,47.3912899,-122.2669086,19.91666667,14.31666667,25.48333333,35.38333333,19.08333333,19.91666667,1042.010081,93.75,286.4583333,229.1666667,68.75,1990.135081,1,1,2.48,2,3.259,0.728,0.339,0.5,11.306
MLS Listing,Condo/Co-op,22493 SE 38 Ter #1416,Issaquah,WA,98029,299000,2,1,Providence Point,1051,0,1995,26,284,541,Active,NA,NA,http://www.redfin.com/WA/Issaquah/22493-SE-38th-Ter-98029/unit-1416/home/69835,NWMLS,1510373,47.5732426,-122.0405036,26.2,31.05,27.63333333,18.38333333,31.41666667,31.05,1153.157823,103.75,311.4583333,249.1666667,74.75,2433.282823,1,0,0.949,2,1.373,0.623,0.5,0.406,6.851
MLS Listing,Condo/Co-op,1100 Harrington Ave NE #207,Renton,WA,98056,215000,1,1,Highlands,816,33690,1983,27,263,282,Active,NA,NA,http://www.redfin.com/WA/Renton/1100-Harrington-Ave-NE-98056/unit-207/home/54834,NWMLS,1510576,47.5012109,-122.1821456,7.783333333,13.16666667,22.16666667,20.4,13.53333333,13.16666667,764.1407261,0,223.9583333,179.1666667,53.75,1503.015726,0,0,3.797,1.125,3.92,0.866,0.5,0.5,10.708
MLS Listing,Single Family Residential,1617 S 261st Pl,Des Moines,WA,98198,424950,4,1.75,Des Moines,2100,8151,1962,27,202,0,Active,NA,NA,http://www.redfin.com/WA/Des-Moines/1617-S-261st-Pl-98198/home/202358,NWMLS,1510303,47.367151,-122.312421,22.33333333,16.95,27.91666667,37.81666667,19.43333333,22.33333333,1736.451911,156.2291667,442.65625,354.125,106.2375,2795.699827,2,0.854,0.133,2,2.895,0.608,0.293,0.5,9.283
MLS Listing,Condo/Co-op,3318 30th Ave SW Unit B203,Seattle,WA,98126,315000,1,1,Alki,680,20869,2000,28,463,425,Active,NA,NA,http://www.redfin.com/WA/Seattle/3318-30th-Ave-SW-98126/unit-B203/home/168628787,NWMLS,1510394,47.5730027,-122.3711337,22.26666667,16.61666667,11.18333333,29.53333333,16.26666667,22.26666667,1227.256318,110.4166667,328.125,262.5,78.75,2432.047984,0,0,0.953,0.191,2.905,1,0.433,0.5,5.982
MLS Listing,Townhouse,23400 Lakeside Blvd E Unit 7-4,Kent,WA,98032,299990,2,2.5,The Lakes,1158,610284,1998,28,259,340,Active,NA,NA,http://www.redfin.com/WA/Kent/23400-Lakeside-Blvd-E-98032/unit-7-4/home/18981,NWMLS,1510124,47.3927846,-122.2599743,18.9,13.3,24.46666667,34.38333333,18.06666667,18.9,1157.742667,104.1625,312.4895833,249.9916667,74.9975,2239.383917,1,1,1.592,2,3.395,0.774,0.357,0.5,10.618
MLS Listing,Single Family Residential,13421 2nd Ave S,Burien,WA,98168,384900,3,1,Cedarhurst,1250,8560,1940,29,308,0,Active,NA,NA,http://www.redfin.com/WA/Burien/13421-2nd-Ave-S-98168/home/190256,NWMLS,1509776,47.4824041,-122.3315553,16.73333333,11.35,18.96666667,32.21666667,7.633333333,16.73333333,1550.974116,139.5416667,400.9375,320.75,96.225,2508.428283,2,0,0.73,2,3.646,0.957,0.393,0.5,10.226
MLS Listing,Condo/Co-op,11310 241st Ln NE,Redmond,WA,98053,379134,3,1.75,Redmond Ridge,1439,0,2009,29,263,219,Active,NA,NA,http://www.redfin.com/WA/Redmond/11310-241st-Ln-NE-98053/unit-47/home/40264489,NWMLS,1510092,47.6992295,-122.0183382,32.85,37.7,29.65,38.33333333,38.06666667,37.7,1524.270871,137.1391667,394.93125,315.945,94.7835,2686.069788,2,0.854,0.309,2,0.414,0.518,0.283,0.288,6.666
MLS Listing,Condo/Co-op,19010 68th Ave NE Unit B-206,Kenmore,WA,98028,415000,3,2.5,Kenmore,1370,104229,2001,29,303,275,Active,NA,NA,http://www.redfin.com/WA/Kenmore/19010-68th-Ave-NE-98028/unit-B206/home/7759,NWMLS,1507252,47.7663559,-122.2480745,34.2,39.05,25.58333333,39.3,39.41666667,39.05,1690.371909,152.0833333,432.2916667,345.8333333,103.75,2999.330243,2,1,0,2,0.279,0.723,0.264,0.261,6.527
MLS Listing,Condo/Co-op,3908 243rd Pl SE Unit Q201,Bothell,WA,98021,299950,2,1.5,Bothell,871,701709,1997,29,344,375,Active,NA,NA,http://www.redfin.com/WA/Bothell/3908-243rd-Pl-SE-98021/unit-Q201/home/11884613,NWMLS,1509353,47.7771979,-122.1774966,29.33333333,34.2,26.63333333,34.45,34.55,34.2,1157.557421,104.1458333,312.4479167,249.9583333,74.9875,2274.097004,1,0.5,1.471,1.529,0.868,0.673,0.356,0.354,6.751
MLS Listing,Condo/Co-op,1504 Aurora Ave N #310,Seattle,WA,98109,355000,1,1,Westlake,630,20257,1991,29,563,380,Active,NA,NA,http://www.redfin.com/WA/Seattle/1504-Aurora-Ave-98109/unit-310/home/61336,NWMLS,1510200,47.6327308,-122.3431325,29.85,24.2,10.96666667,33.1,22.68333333,29.85,1412.502554,127.0833333,369.7916667,295.8333333,88.75,2673.960888,0,0,0.333,0.028,1.581,1,0.379,0.494,3.815
MLS Listing,Townhouse,4108 NE 5th St,Renton,WA,98059,349900,3,2.25,Highlands,1460,50576,1983,30,240,250,Active,NA,NA,http://www.redfin.com/WA/Renton/4108-NE-5th-St-98059/home/59871,NWMLS,1509714,47.4912865,-122.1637082,8.116666667,14.7,25.46666667,16.75,15.06666667,14.7,1388.883659,124.9583333,364.4791667,291.5833333,87.475,2507.379492,2,1,0.732,2,3.825,0.729,0.5,0.5,11.286
MLS Listing,Condo/Co-op,12515 NE 132nd Ct Unit A202,Kirkland,WA,98034,209999,1,1,Totem Lake,712,340639,1978,30,295,354,Active,NA,NA,http://www.redfin.com/WA/Kirkland/12515-NE-132nd-Ct-98034/unit-A202/home/33050,NWMLS,1509449,47.7176975,-122.1741402,25.91666667,30.76666667,23.21666667,31.03333333,31.13333333,30.76666667,740.9803154,0,218.7489583,174.9991667,52.49975,1541.22819,0,0,3.733,0.363,1.422,0.826,0.412,0.41,7.166
MLS Listing,Condo/Co-op,7453 Newcastle Gold Club Rd Unit F301,Newcastle,WA,98059,309950,2,1,Issaquah,802,296251,1991,30,386,380,Active,NA,NA,http://www.redfin.com/WA/Newcastle/7453-Newcastle-Golf-Club-Rd-98059/unit-F301/home/57131,NWMLS,1509839,47.5362174,-122.1634892,16.03333333,19.36666667,19.85,20.01666667,19.73333333,19.36666667,1203.86898,108.3125,322.8645833,258.2916667,77.4875,2350.82523,1,0,1.211,1.016,3.334,0.937,0.5,0.5,8.498
MLS Listing,Single Family Residential,3339 S Graham St,Seattle,WA,98118,429000,2,1.75,Beacon Hill,1560,5360,1958,30,275,0,Active,NA,NA,http://www.redfin.com/WA/Seattle/3339-S-Graham-St-98118/home/478598,NWMLS,1507804,47.545935,-122.2886156,22.81666667,17.4,13.3,31.65,17.05,22.81666667,1755.208092,157.9166667,446.875,357.5,107.25,2824.749759,1,0.854,0.098,2,2.816,1,0.402,0.5,8.67
MLS Listing,Single Family Residential,17508 62nd Ave W,Lynnwood,WA,98037,450000,3,2,Meadowdale,1295,10454,1960,30,347,0,Active,NA,NA,http://www.redfin.com/WA/Lynnwood/17508-62nd-Ave-W-98037/home/2719649,NWMLS,1508816,47.839834,-122.3179453,40.71666667,40.83333333,27.2,45.83333333,40.48333333,40.83333333,1852.462366,166.6666667,468.75,375,112.5,2975.379033,2,1,0.002,2,0.138,0.645,0.139,0.241,6.165
MLS Listing,Condo/Co-op,23313 Cedar Way Unit N105,Mountlake Terrace,WA,98043,335000,3,2,Mountlake Terrace,1322,728525,1990,30,253,422,Active,NA,NA,http://www.redfin.com/WA/Mountlake-Terrace/23313-Cedar-Way-98043/unit-N105/home/2824677,NWMLS,1509142,47.787326,-122.2890583,37.01666667,33.73333333,20.11666667,42.63333333,33.38333333,37.01666667,1319.879436,118.75,348.9583333,279.1666667,83.75,2572.504436,2,1,0.561,2,0.492,0.93,0.199,0.374,7.556
MLS Listing,Condo/Co-op,440 Maple Ave SW Unit B201,Renton,WA,98057,294950,2,2,Renton,1141,0,1999,30,259,461,Active,NA,NA,http://www.redfin.com/WA/Renton/440-Maple-Ave-SW-98057/unit-B201/home/50681,NWMLS,1506652,47.4769371,-122.2210662,10.35,8.633333333,19.2,27.43333333,11.2,10.35,1134.401642,102.0625,307.2395833,245.7916667,73.7375,2324.232892,1,1,1.3,2,3.999,0.952,0.459,0.5,11.21
MLS Listing,Condo/Co-op,27205 148th Ave SE #215,Kent,WA,98042,225500,2,2,Lake Meridian,1038,37398,1998,30,217,250,Active,NA,NA,http://www.redfin.com/WA/Kent/27205-148th-Ave-SE-98042/unit-215/home/35366,NWMLS,1509870,47.3568087,-122.144708,27.1,24.15,38.2,23.58333333,27.3,27.1,812.7678632,0,234.8958333,187.9166667,56.375,1541.955363,1,1,3.732,2,2.072,0.122,0.49,0.46,10.876
MLS Listing,Condo/Co-op,20032 66th Pl W Unit B3,Lynnwood,WA,98036,238000,2,1.5,Edmonds Comm College,857,27695,1990,30,278,343,Active,NA,NA,http://www.redfin.com/WA/Lynnwood/20032-66th-Pl-W-98036/unit-B3/home/168721601,NWMLS,1508779,47.816812,-122.3232231,40.08333333,36.43333333,22.81666667,45.35,36.1,40.08333333,870.6573122,0,247.9166667,198.3333333,59.5,1719.407312,1,0.5,3.331,1.433,0.192,0.842,0.148,0.325,7.771
MLS Listing,Single Family Residential,21844 32nd Pl S,SeaTac,WA,98198,424950,3,1.75,SeaTac,1380,10070,1970,30,308,0,Active,NA,NA,http://www.redfin.com/WA/SeaTac/21844-32nd-Pl-S-98198/home/344435,NWMLS,1509510,47.4056224,-122.2907876,16.1,10.71666667,21.68333333,31.58333333,11.03333333,16.1,1736.451911,156.2291667,442.65625,354.125,106.2375,2795.699827,2,0.854,0.133,2,3.708,0.882,0.403,0.5,10.48
MLS Listing,Condo/Co-op,11508 NE 128th St #15,Kirkland,WA,98034,319500,1,1,Totem Lake,857,0,1978,30,373,394,Active,NA,NA,http://www.redfin.com/WA/Kirkland/11508-NE-128th-St-98034/unit-15/home/20496,NWMLS,1505226,47.7149563,-122.1883915,22.91666667,27.76666667,20.2,28.01666667,28.13333333,27.76666667,1248.096519,112.2916667,332.8125,266.25,79.875,2433.325686,0,0,0.949,1.433,1.952,0.928,0.452,0.451,6.165
MLS Listing,Single Family Residential,14426 56th Ave S,Tukwila,WA,98168,425000,3,1.75,Tukwila,1750,9600,1920,30,243,0,Active,NA,NA,http://www.redfin.com/WA/Tukwila/14426-56th-Ave-S-98168/home/343747,NWMLS,1504716,47.4731029,-122.263788,13.81666667,7.883333333,16.96666667,29.55,6.6,13.81666667,1736.683468,156.25,442.7083333,354.1666667,106.25,2796.058468,2,0.854,0.133,2,3.884,0.989,0.433,0.5,10.793
MLS Listing,Single Family Residential,1103 SW Kenyon St,Seattle,WA,98106,395000,2,1,Highland Park,790,2730,1942,30,500,0,Active,NA,NA,http://www.redfin.com/WA/Seattle/1103-SW-Kenyon-St-98106/home/474831,NWMLS,1507788,47.5317616,-122.3495462,20.38333333,15,17.31666667,35.66666667,13.31666667,20.38333333,1597.748791,143.75,411.4583333,329.1666667,98.75,2580.873791,1,0,0.54,0.922,3.192,0.985,0.333,0.5,7.472
MLS Listing,Condo/Co-op,5712 122nd Pl SE #245,Bellevue,WA,98006,240000,1,1,Newport Hills,603,295730,1967,31,398,372,Active,NA,NA,http://www.redfin.com/WA/Bellevue/5712-122nd-Pl-SE-98006/unit-245/home/69308,NWMLS,1502005,47.5518774,-122.1758619,13.91666667,18.76666667,18.3,21.38333333,19.13333333,18.76666667,879.919624,0,250,200,60,1761.919624,0,0,3.213,0,3.412,0.97,0.499,0.5,8.594
MLS Listing,Condo/Co-op,107 164th St SE Unit 2-301,Bothell,WA,98012,375000,3,1.75,Martha Lake,1430,101760,2003,31,262,392,Active,NA,NA,http://www.redfin.com/WA/Bothell/107-164th-St-SE-98012/unit-2-301/home/2901361,NWMLS,1509249,47.850313,-122.23095,36.41666667,39.35,25.73333333,41.53333333,39,39.35,1505.125673,135.4166667,390.625,312.5,93.75,2829.417339,2,0.854,0.093,2,0.252,0.716,0.22,0.27,6.405
MLS Listing,Condo/Co-op,221 SW 154th St #4,Burien,WA,98166,169000,1,1,Burien,768,7500,1978,31,220,225,Active,NA,NA,http://www.redfin.com/WA/Burien/221-SW-154th-St-98166/unit-4/home/71656,NWMLS,1508273,47.4648127,-122.3375095,16.5,11.11666667,21.23333333,31.98333333,7.4,16.5,551.107554,0,176.0416667,140.8333333,42.25,1135.232554,0,0,4,0.751,3.669,0.897,0.397,0.5,10.214
MLS Listing,Single Family Residential,10857 4th Ave S,Seattle,WA,98168,415000,3,1.75,White Center,1200,5966,1954,31,346,0,Active,NA,NA,http://www.redfin.com/WA/Seattle/10857-4th-Ave-S-98168/home/189173,NWMLS,1509146,47.5052964,-122.3290191,19.45,14.06666667,17.11666667,35.46666667,10.35,19.45,1690.371909,152.0833333,432.2916667,345.8333333,103.75,2724.330243,2,0.854,0.24,2,3.323,0.988,0.337,0.5,10.242
MLS Listing,Condo/Co-op,19857 25th Ave NE #301,Shoreline,WA,98155,225000,1,1,Shoreline,715,134516,1983,31,315,340,Active,NA,NA,http://www.redfin.com/WA/Shoreline/19857-25th-Ave-NE-98155/unit-301/home/22093,NWMLS,1508692,47.7734853,-122.3045619,35.71666667,32.43333333,18.81666667,41.35,32.08333333,35.71666667,810.4522853,0,234.375,187.5,56.25,1628.577285,0,0,3.556,0.381,0.655,0.961,0.224,0.396,6.173
MLS Listing,Condo/Co-op,15150 140th Way SE Unit U303,Renton,WA,98058,245000,2,1,Fairwood,887,419639,2000,31,276,414,Active,NA,NA,http://www.redfin.com/WA/Renton/15150-140th-Way-SE-98058/unit-U303/home/60426,NWMLS,1508072,47.4672569,-122.1538619,9.916666667,14.5,25.76666667,18.1,14.86666667,14.5,903.0754036,0,255.2083333,204.1666667,61.25,1837.700404,1,0,2.986,1.631,3.839,0.714,0.5,0.5,11.17
MLS Listing,Condo/Co-op,14331 124th Ave NE Unit C38,Kirkland,WA,98034,388000,3,2,Kingsgate,1004,79400,1979,31,386,362,Active,NA,NA,http://www.redfin.com/WA/Kirkland/14331-124th-Ave-NE-98034/unit-C38/home/48977,NWMLS,1508983,47.7304092,-122.1758069,27.1,31.95,24.38333333,32.2,32.31666667,31.95,1565.3307,140.8333333,404.1666667,323.3333333,97,2892.664033,2,1,0.037,2,1.222,0.777,0.394,0.392,7.822
MLS Listing,Single Family Residential,433 SW 142nd St,Burien,WA,98166,399000,3,1,Chelsea Park,1350,14400,1948,31,296,0,Active,NA,NA,http://www.redfin.com/WA/Burien/433-SW-142nd-St-98166/home/184479,NWMLS,1508966,47.475924,-122.340659,18,12.61666667,20.88333333,33.48333333,8.9,18,1616.273415,145.4166667,415.625,332.5,99.75,2609.565081,2,0,0.471,2,3.506,0.908,0.372,0.5,9.757
MLS Listing,Condo/Co-op,17208 NE 45th St #67,Redmond,WA,98052,259950,1,1,Lake Sammamish,770,381078,1968,31,338,379,Active,NA,NA,http://www.redfin.com/WA/Redmond/17208-NE-45th-St-98052/unit-67/home/68162,NWMLS,1507895,47.6501376,-122.1108039,24.36666667,29.21666667,21.15,26.76666667,29.56666667,29.21666667,972.3111845,87.47916667,270.78125,216.625,64.9875,1991.184101,0,0,2.476,0.767,1.693,0.9,0.466,0.433,6.735
MLS Listing,Single Family Residential,4702 223rd St SW,Mountlake Terrace,WA,98043,429000,3,1,Ne Mountlake Terrace,952,7143,1955,31,451,0,Active,NA,NA,http://www.redfin.com/WA/Mountlake-Terrace/4702-223rd-St-SW-98043/home/2724501,NWMLS,1508689,47.7957604,-122.2965733,36.35,33.58333333,19.96666667,41.45,33.23333333,36.35,1755.208092,157.9166667,446.875,357.5,107.25,2824.749759,2,0,0.098,1.93,0.573,0.934,0.222,0.377,6.134
MLS Listing,Single Family Residential,12052 SE 214th St,Kent,WA,98031,404950,3,2.25,East Hill,1670,7881,1977,31,242,0,Active,NA,NA,http://www.redfin.com/WA/Kent/12052-SE-214th-St-98031/home/220103,NWMLS,1509103,47.4104524,-122.1796647,19.61666667,14.96666667,29.51666667,28.61666667,18.61666667,19.61666667,1643.828792,147.8958333,421.8229167,337.4583333,101.2375,2652.243376,2,1,0.377,2,3.3,0.525,0.445,0.5,10.147
MLS Listing,Single Family Residential,25736 174th Pl SE,Covington,WA,98042,439950,5,2.75,Covington,1970,7936,1997,31,223,24,Active,NA,NA,http://www.redfin.com/WA/Covington/25736-174th-Pl-SE-98042/home/393850,NWMLS,1502276,47.37086,-122.108571,25.25,24.88333333,39.43333333,19.33333333,30.18333333,25.25,1805.919249,162.4791667,458.28125,366.625,109.9875,2927.292166,2,1,0.017,2,2.401,0.083,0.5,0.424,8.425
MLS Listing,Townhouse,6716 S 238TH Pl Unit G103,Kent,WA,98032,267900,2,2.5,Kent,1129,247104,1994,32,237,476,Active,NA,NA,http://www.redfin.com/WA/Kent/6716-S-238th-Pl-98032/unit-G103/home/6053,NWMLS,1508807,47.3883071,-122.2505653,20.83333333,15.51666667,29.18333333,36.31666667,18.55,20.83333333,1009.128874,90.79166667,279.0625,223.25,66.975,2145.208041,1,1,1.927,2,3.127,0.543,0.321,0.5,10.418
MLS Listing,Condo/Co-op,9057 Greenwood Ave N #104,Seattle,WA,98103,390000,2,1,Greenwood,801,11126,2006,32,487,407,Active,NA,NA,http://www.redfin.com/WA/Seattle/9057-Greenwood-Ave-N-98103/unit-104/home/17082047,NWMLS,1506738,47.6958043,-122.355768,31.36666667,28.08333333,14.45,36.98333333,29.83333333,31.36666667,1574.593011,141.6666667,406.25,325,97.5,2952.009678,1,0,0.007,1.008,1.32,1,0.309,0.429,5.073
MLS Listing,Condo/Co-op,2613 NE 4th St #222,Renton,WA,98056,239000,2,1.5,Highlands,1008,0,1979,32,237,450,Active,NA,NA,http://www.redfin.com/WA/Renton/2613-NE-4th-St-98056/unit-222/home/103954364,NWMLS,1508688,47.4884669,-122.1835111,5.55,12.13333333,23.01666667,18.61666667,12.5,12.13333333,875.2884681,0,248.9583333,199.1666667,59.75,1833.163468,1,0.5,3.001,2,3.963,0.834,0.5,0.5,12.298
MLS Listing,Condo/Co-op,23616 Edmonds Way Unit E,Edmonds,WA,98026,318000,2,1.75,Edmonds,963,17306,1995,32,330,200,Active,NA,NA,http://www.redfin.com/WA/Edmonds/23616-Edmonds-Way-98026/unit-E/home/2901405,NWMLS,1508355,47.784765,-122.353662,35.2,31.91666667,18.3,40.81666667,31.56666667,35.2,1241.149785,111.6666667,331.25,265,79.5,2228.566452,1,0.854,1.63,1.958,0.725,0.97,0.234,0.404,7.775
MLS Listing,Condo/Co-op,1175 Harrington Pl NE #311,Renton,WA,98056,164500,1,1,Highlands,752,0,1982,32,219,346,Active,NA,NA,http://www.redfin.com/WA/Renton/1175-Harrington-Pl-NE-98056/unit-311/home/11479,NWMLS,1504928,47.5026788,-122.1809292,7.483333333,12.86666667,21.85,19.66666667,13.23333333,12.86666667,530.2673524,0,171.3541667,137.0833333,41.125,1225.829852,0,0,4,0.632,3.934,0.877,0.5,0.5,10.443
