sale_type,property_type,address,city,state,zip,price,beds,baths,location,square_feet,lot_size,year_built,days_on_market,cost_per_square_foot,payment_hoa,status,next_open_house_start_time,next_open_house_end_time,url,source,mls,latitude,longitude,time_commute_joe,time_commute_kira,time_downtown,time_hiking,time_airport,time_commute,payment_loan,payment_pmi,payment_taxes,payment_maint,payment_hoi,payment_total,beds_score,baths_score,payment_score,square_feet_score,time_commute_score,time_downtown_score,time_hiking_score,time_airport_score,total_score
MLS Listing,Single Family Residential,9648 57th Ave S,Seattle,WA,98118,385000,3,1,Seattle,980,7564,1911,8,393,0,Active,NA,NA,http://www.redfin.com/WA/Seattle/9648-57th-Ave-S-98118/home/175673,NWMLS,1519330,47.5153706,-122.2617609,15.03333333,14.31666667,17.53333333,32.11666667,13.03333333,15.03333333,1551.437232,139.5833333,401.0416667,320.8333333,96.25,2509.145565,2,0,0.728,1.988,3.799,0.983,0.395,0.5,10.393
MLS Listing,Single Family Residential,10008 11th Ave SW,Seattle,WA,98146,375000,4,1.75,White Center,2080,7620,1935,9,180,0,Active,NA,NA,http://www.redfin.com/WA/Seattle/10008-11th-Ave-SW-98146/home/182140,NWMLS,1518760,47.5134449,-122.3486987,22.81666667,17.43333333,18.36666667,36.71666667,13.71666667,22.81666667,1505.125673,135.4166667,390.625,312.5,93.75,2437.417339,2,0.854,0.936,2,2.816,0.969,0.314,0.5,10.389
MLS Listing,Condo/Co-op,10014 NE 127th Pl Unit A104,Kirkland,WA,98034,348000,2,1.75,Juanita,980,421322,1987,9,355,389,Active,NA,NA,http://www.redfin.com/WA/Kirkland/10014-NE-127th-Pl-98034/unit-A104/home/2116117,NWMLS,1519313,47.7149771,-122.207304,24.95,29.8,22.23333333,30.05,30.15,29.8,1380.084463,124.1666667,362.5,290,87,2632.75113,1,0.854,0.419,1.988,1.59,0.863,0.426,0.425,7.565
MLS Listing,Single Family Residential,307 Burnett Ave N,Renton,WA,98057,449800,4,2,Downtown,1700,5000,1907,9,265,0,Active,NA,NA,http://www.redfin.com/WA/Renton/307-Burnett-Ave-N-98057/home/343398,NWMLS,1518339,47.4873757,-122.2073468,4.866666667,11.91666667,21.38333333,21.95,12.05,11.91666667,1851.536135,166.5833333,468.5416667,374.8333333,112.45,2973.944468,2,1,0.002,2,3.97,0.892,0.497,0.5,10.861
MLS Listing,Townhouse,13306 SE 272nd St Unit A104,Kent,WA,98042,279000,3,2.5,Kent,1229,0,1995,9,227,446,Active,NA,NA,http://www.redfin.com/WA/Kent/13306-SE-272nd-St-98042/unit-A104/home/73174,NWMLS,1519100,47.3581277,-122.164027,24.91666667,21.05,35.1,24.13333333,24.2,24.91666667,1060.534705,95.41666667,290.625,232.5,69.75,2194.826371,2,1,1.75,2,2.46,0.245,0.487,0.487,10.429
MLS Listing,Condo/Co-op,4001 S 211 Pl Unit C2,SeaTac,WA,98198,320000,2,2,Kent,1008,520945,2009,9,317,341,Active,NA,NA,http://www.redfin.com/WA/SeaTac/4001-S-211th-Pl-98198/unit-C2/home/44657769,NWMLS,1519302,47.4141826,-122.2839661,17.1,13.58333333,22.68333333,32.58333333,12.03333333,17.1,1250.412097,112.5,333.3333333,266.6666667,80,2383.912097,1,1,1.104,2,3.607,0.847,0.388,0.5,10.446
MLS Listing,Condo/Co-op,1425 S Puget Dr Unit A3,Renton,WA,98055,165000,1,1.5,Rolling Hills,800,320190,1968,9,206,396,Active,NA,NA,http://www.redfin.com/WA/Renton/1425-S-Puget-Dr-98055/unit-A3/home/46166,NWMLS,1519292,47.460175,-122.200634,11.03333333,12.91666667,26.21666667,26.96666667,15.03333333,12.91666667,532.5829303,0,171.875,137.5,41.25,1279.20793,0,0.5,3.997,1,3.932,0.693,0.464,0.5,11.086
MLS Listing,Condo/Co-op,12521 SE 42nd St #521,Bellevue,WA,98006,350000,2,1.25,Factoria,1027,92784,1970,9,341,552,Active,NA,NA,http://www.redfin.com/WA/Bellevue/12521-SE-42nd-St-98006/unit-521/home/107394466,NWMLS,1519111,47.5703316,-122.1725899,12.91666667,17.76666667,15.91666667,19,18.13333333,17.76666667,1389.346775,125,364.5833333,291.6666667,87.5,2810.096775,1,0.146,0.115,2,3.533,0.998,0.5,0.5,8.792
MLS Listing,Condo/Co-op,15325 SE 155th Pl Unit R5,Renton,WA,98058,314950,2,2,Renton,1132,388787,2004,9,278,283,Active,NA,NA,http://www.redfin.com/WA/Renton/15325-SE-155th-Pl-98058/unit-R5/home/2083018,NWMLS,1518969,47.4625611,-122.1363918,12,16.58333333,27.85,17.9,16.95,16.58333333,1227.02476,110.3958333,328.0729167,262.4583333,78.7375,2289.689343,1,1,1.417,2,3.661,0.612,0.5,0.5,10.69
MLS Listing,Condo/Co-op,110 SW 116th St Unit H-31,Seattle,WA,98146,260000,2,1,Burien,887,176636,1982,9,293,489,Active,NA,NA,http://www.redfin.com/WA/Seattle/110-SW-116th-St-98146/unit-H-31/home/169106582,NWMLS,1518770,47.499936,-122.335128,19.78333333,14.4,18.58333333,35.26666667,10.68333333,19.78333333,972.5427423,87.5,270.8333333,216.6666667,65,2101.542742,1,0,2.084,1.631,3.277,0.965,0.341,0.5,9.798
MLS Listing,Condo/Co-op,4106 Factoria Blvd SE #211,Bellevue,WA,98006,330000,1,1,Bellevue,690,60720,1984,9,478,261,Active,NA,NA,http://www.redfin.com/WA/Bellevue/4106-Factoria-Blvd-SE-98006/unit-211/home/31082,NWMLS,1518750,47.5726247,-122.1676243,15.45,20.3,17,22.11666667,20.66666667,20.3,1296.723656,116.6666667,343.75,275,82.5,2375.640323,0,0,1.13,0.24,3.204,0.989,0.497,0.5,6.56
MLS Listing,Condo/Co-op,15354 62nd Ave S,Tukwila,WA,98188,275000,2,1.5,Tukwila,1196,0,1979,9,230,409,Active,NA,NA,http://www.redfin.com/WA/Tukwila/15354-62nd-Ave-S-98188/home/146318692,NWMLS,1518906,47.4645689,-122.256528,11.81666667,6.183333333,17.28333333,27.28333333,8.1,11.81666667,1042.010081,93.75,286.4583333,229.1666667,68.75,2129.135081,1,0.5,1.985,2,3.973,0.986,0.46,0.5,11.404
MLS Listing,Townhouse,12009 100th Ave NE #7,Kirkland,WA,98034,420000,2,1.5,Juanita,1040,22147,1978,9,404,237,Active,NA,NA,http://www.redfin.com/WA/Kirkland/12009-100th-Ave-NE-98034/unit-7/home/16126,NWMLS,1518787,47.707926,-122.2082783,23.65,28.5,20.93333333,28.75,28.86666667,28.5,1713.527689,154.1666667,437.5,350,105,2997.194355,1,0.5,0,2,1.821,0.907,0.443,0.442,7.113
MLS Listing,Single Family Residential,2115 N 192nd St,Shoreline,WA,98133,450000,4,1.75,Shoreline,1780,9090,1954,9,253,0,Active,NA,NA,http://www.redfin.com/WA/Shoreline/2115-N-192nd-St-98133/home/79944,NWMLS,1516095,47.7680237,-122.33434,33.65,30.38333333,16.75,39.28333333,30.03333333,33.65,1852.462366,166.6666667,468.75,375,112.5,2975.379033,2,0.854,0.002,2,0.951,0.992,0.264,0.426,7.489
MLS Listing,Condo/Co-op,700 Front St S Unit A104,Issaquah,WA,98027,290000,1,1,Downtown Issaquah,725,253955,1987,9,400,254,Active,NA,NA,http://www.redfin.com/WA/Issaquah/700-Front-St-S-98027/unit-A104/home/17383399,NWMLS,1518739,47.522606,-122.0344712,25,31.6,24.88333333,4.416666667,31.96666667,31.6,1111.47742,100,302.0833333,241.6666667,72.5,2081.72742,0,0,2.155,0.444,1.28,0.755,0.5,0.397,5.531
MLS Listing,Single Family Residential,14915 46th Ave S,Tukwila,WA,98168,449950,4,1.75,Thorndyke,1700,15680,1965,9,265,0,Active,NA,NA,http://www.redfin.com/WA/Tukwila/14915-46th-Ave-S-98168/home/194793,NWMLS,1517701,47.4693743,-122.2761845,15.03333333,10.31666667,21.55,30.5,9.35,15.03333333,1852.230808,166.6458333,468.6979167,374.9583333,112.4875,2975.020392,2,0.854,0.002,2,3.799,0.887,0.42,0.5,10.462
MLS Listing,Condo/Co-op,1108 NW Market St #8,Seattle,WA,98107,349950,1,1,Ballard,640,15008,1969,9,547,336,Active,NA,NA,http://www.redfin.com/WA/Seattle/1108-NW-Market-St-98107/unit-8/home/12093392,NWMLS,1518862,47.6689366,-122.3711971,33.05,28.81666667,15.95,37.81666667,26.21666667,33.05,1389.115217,124.9791667,364.53125,291.625,87.4875,2593.738134,0,0,0.509,0.049,1.044,0.998,0.293,0.471,3.364
MLS Listing,Condo/Co-op,12429 NE 130th Ct Unit G101,Kirkland,WA,98034,311250,2,1,Totem Lake,858,0,1978,10,363,386,Active,NA,NA,http://www.redfin.com/WA/Kirkland/12429-NE-130th-Ct-98034/unit-G101/home/70261,NWMLS,1518783,47.7171938,-122.174168,26.41666667,31.26666667,23.7,31.51666667,31.61666667,31.26666667,1209.889483,108.8541667,324.21875,259.375,77.8125,2366.1499,1,0,1.161,1.44,1.337,0.806,0.405,0.403,6.552
MLS Listing,Single Family Residential,12207 SE 165th St,Renton,WA,98058,379950,4,1.5,Cascade,1380,7975,1966,10,275,0,Active,NA,NA,http://www.redfin.com/WA/Renton/12207-SE-165th-St-98058/home/228354,NWMLS,1517293,47.4551093,-122.17777,14.16666667,14.38333333,29.13333333,24.1,17.95,14.38333333,1528.049894,137.4791667,395.78125,316.625,94.9875,2472.922811,2,0.5,0.83,2,3.847,0.545,0.487,0.5,10.709
MLS Listing,Single Family Residential,10614 Renton Ave S,Seattle,WA,98178,375000,2,1,Lakeridge,990,6800,1952,10,379,0,Active,NA,NA,http://www.redfin.com/WA/Seattle/10614-Renton-Ave-S-98178/home/177034,NWMLS,1457274,47.5060279,-122.2538325,12.5,11.78333333,16.78333333,29.58333333,12.26666667,12.5,1505.125673,135.4166667,390.625,312.5,93.75,2437.417339,1,0,0.936,1.997,3.95,0.991,0.432,0.5,9.806
MLS Listing,Townhouse,26113 21st Ct S,Des Moines,WA,98198,400000,3,2.5,Woodmont,1770,3305,2015,10,226,65,Active,NA,NA,http://www.redfin.com/WA/Des-Moines/26113-21st-Ct-S-98198/home/44657629,NWMLS,1518133,47.3673594,-122.3075733,23.03333333,17.65,28.61666667,38.51666667,20.13333333,23.03333333,1620.904571,145.8333333,416.6666667,333.3333333,100,2681.737904,2,1,0.318,2,2.781,0.572,0.279,0.5,9.45
MLS Listing,Townhouse,9169 23rd Ave NE,Seattle,WA,98115,425000,2,1.5,Wedgwood,840,859,2005,10,506,0,Active,NA,NA,http://www.redfin.com/WA/Seattle/9169-23rd-Ave-NE-98115/home/2076257,NWMLS,1518538,47.6956567,-122.3043474,28.76666667,24.46666667,11.85,34.38333333,24.11666667,28.76666667,1736.683468,156.25,442.7083333,354.1666667,106.25,2796.058468,1,0.5,0.133,1.309,1.773,1,0.357,0.487,6.559
MLS Listing,Single Family Residential,17445 426th Ave SE,North Bend,WA,98045,399950,3,1.75,Wilderness Rim,1545,11160,1979,10,259,23,Active,NA,NA,http://www.redfin.com/WA/North-Bend/17445-426th-Ave-SE-98045/home/487342,NWMLS,1515969,47.4434195,-121.7731281,38.25,43.1,39.7,27.78333333,43.46666667,43.1,1620.673013,145.8125,416.6145833,333.2916667,99.9875,2639.379263,2,0.854,0.405,2,0.029,0.075,0.455,0.183,6.001
MLS Listing,Condo/Co-op,19115 Ballinger Way NE #203,Lake Forest Park,WA,98155,349950,2,1.75,Lake Forest Park,1402,0,1979,10,250,521,Active,NA,NA,http://www.redfin.com/WA/Lake-Forest-Park/19115-Ballinger-Way-NE-98155/unit-203/home/46127,NWMLS,1514491,47.7672179,-122.2994844,34.93333333,31.66666667,18.03333333,40.56666667,31.31666667,34.93333333,1389.115217,124.9791667,364.53125,291.625,87.4875,2778.738134,1,0.854,0.156,2,0.762,0.975,0.239,0.408,6.394
MLS Listing,Condo/Co-op,440 Maple Ave SW Unit A205,Renton,WA,98057,265000,2,2,Renton,1111,0,1999,10,239,461,Active,NA,NA,http://www.redfin.com/WA/Renton/440-Maple-Ave-SW-98057/unit-A205/home/35276,NWMLS,1517019,47.4769371,-122.2210662,10.35,8.633333333,19.2,27.43333333,11.2,10.35,995.6985219,89.58333333,276.0416667,220.8333333,66.25,2109.406855,1,1,2.056,2,3.999,0.952,0.459,0.5,11.966
MLS Listing,Condo/Co-op,9912 NE 116th St #104,Kirkland,WA,98034,365000,2,1,Juanita,830,0,1977,10,440,290,Active,September-29-2019 12:00 PM,September-29-2019 02:00 PM,http://www.redfin.com/WA/Kirkland/9912-NE-116th-St-98034/unit-104/home/66080520,NWMLS,1516759,47.7041506,-122.2089235,23.08333333,27.95,20.38333333,28.2,28.3,27.95,1458.814113,131.25,380.2083333,304.1666667,91.25,2655.689113,1,0,0.37,1.233,1.919,0.923,0.45,0.449,6.344
MLS Listing,Condo/Co-op,250 NW Dogwood St Unit E204,Issaquah,WA,98027,325000,2,2,Downtown Issaquah,969,168198,1992,10,335,420,Active,NA,NA,http://www.redfin.com/WA/Issaquah/250-NW-Dogwood-St-98027/unit-E204/home/24606,NWMLS,1517456,47.5345753,-122.0408157,26.2,26.78333333,23.38333333,7.45,27.15,26.78333333,1273.567877,114.5833333,338.5416667,270.8333333,81.25,2498.77621,1,1,0.756,1.971,2.129,0.819,0.5,0.462,8.637
MLS Listing,Single Family Residential,4213 S 178th St,SeaTac,WA,98188,350000,3,1,SeaTac,1030,7460,1956,10,340,0,Active,NA,NA,http://www.redfin.com/WA/SeaTac/4213-S-178th-St-98188/home/341938,NWMLS,1516773,47.4429724,-122.2806357,16.26666667,11.23333333,21.85,31.75,7.066666667,16.26666667,1389.346775,125,364.5833333,291.6666667,87.5,2258.096775,2,0,1.527,2,3.692,0.877,0.401,0.5,10.997
MLS Listing,Condo/Co-op,7000 Cleopatra Pl NW #303,Seattle,WA,98117,329000,1,1,Ballard,605,0,1989,10,544,307,Active,NA,NA,http://www.redfin.com/WA/Seattle/7000-Cleopatra-Pl-NW-98117/unit-303/home/12538337,NWMLS,1518547,47.6797271,-122.3652213,34.93333333,31.81666667,17.83333333,39.8,28.1,34.93333333,1292.0925,116.25,342.7083333,274.1666667,82.25,2414.4675,0,0,1.007,0.001,0.762,0.978,0.254,0.451,3.453
MLS Listing,Townhouse,1431 NW Richmond Beach Rd #14,Shoreline,WA,98177,379000,2,1.5,Richmond Beach,1175,0,1979,10,323,340,Active,NA,NA,http://www.redfin.com/WA/Shoreline/1431-NW-Richmond-Beach-Rd-98177/unit-14/home/2955,NWMLS,1518215,47.7689833,-122.3762273,38.16666667,34.88333333,21.26666667,43.8,34.55,38.16666667,1523.650296,137.0833333,394.7916667,315.8333333,94.75,2806.10863,1,0.5,0.12,2,0.365,0.896,0.176,0.354,5.411
MLS Listing,Townhouse,1006 Lynnwood Ct SE #1029,Renton,WA,98058,385000,4,3.5,Talbot Hill,1823,2288417,2003,10,211,413,Active,NA,NA,http://www.redfin.com/WA/Renton/1006-Lynnwood-Ct-SE-98058/unit-1029/home/17081265,NWMLS,1518541,47.4719651,-122.1781104,13,14.88333333,28.18333333,28.63333333,17,14.88333333,1551.437232,139.5833333,401.0416667,320.8333333,96.25,2922.145565,2,1,0.02,2,3.811,0.595,0.445,0.5,10.371
MLS Listing,Condo/Co-op,2121 SW 152nd St #202,Burien,WA,98166,260000,2,1,Burien,874,7641,1980,10,297,326,Active,NA,NA,http://www.redfin.com/WA/Burien/2121-SW-152nd-St-98166/unit-202/home/69641,NWMLS,1517292,47.466531,-122.3616708,19.76666667,14.36666667,23.86666667,35.23333333,10.66666667,19.76666667,972.5427423,87.5,270.8333333,216.6666667,65,1938.542742,1,0,2.657,1.549,3.279,0.8,0.341,0.5,10.126
MLS Listing,Single Family Residential,426 S 189 St,Seattle,WA,98148,429500,4,1.5,Manhattan,1490,8432,1961,10,288,0,Active,NA,NA,http://www.redfin.com/WA/Burien/426-S-189th-St-98148/home/338860,NWMLS,1518391,47.4336742,-122.3289771,18.46666667,13.08333333,22.75,33.95,9.366666667,18.46666667,1757.52367,158.125,447.3958333,357.9166667,107.375,2828.33617,2,0.5,0.094,2,3.45,0.844,0.364,0.5,9.752
MLS Listing,Condo/Co-op,4110 Providence Point Dr SE #2012,Issaquah,WA,98029,329000,2,1.5,Providence Point,1205,0,1985,10,273,683,Active,NA,NA,http://www.redfin.com/WA/Issaquah/4110-Providence-Point-Dr-SE-98029/unit-2012/home/64156,NWMLS,1508469,47.5712566,-122.0438871,25,29.85,26.43333333,17.18333333,30.2,29.85,1292.0925,116.25,342.7083333,274.1666667,82.25,2790.4675,1,0.5,0.14,2,1.581,0.682,0.5,0.424,6.827
MLS Listing,Condo/Co-op,1425 S Puget Dr Unit D6,Renton,WA,98055,214950,2,1.5,Benson Hill,960,320190,1968,10,224,427,Active,NA,NA,http://www.redfin.com/WA/Renton/1425-S-Puget-Dr-98055/unit-D6/home/16045,NWMLS,1516600,47.460175,-122.200634,11.03333333,12.91666667,26.21666667,26.96666667,15.03333333,12.91666667,763.9091683,0,223.90625,179.125,53.7375,1647.677918,1,0.5,3.512,1.951,3.932,0.693,0.464,0.5,12.552
MLS Listing,Condo/Co-op,10824 SE 170th St Unit A205,Renton,WA,98055,240000,2,2,Benson Hill,972,69356,1994,10,247,515,Active,NA,NA,http://www.redfin.com/WA/Renton/10824-SE-170th-St-98055/unit-A205/home/5219,NWMLS,1517669,47.4508893,-122.1959254,11.11666667,10.91666667,26.18333333,26.55,15,11.11666667,879.919624,0,250,200,60,1904.919624,1,1,2.77,1.976,3.99,0.695,0.468,0.5,12.399
MLS Listing,Single Family Residential,19366 113th Pl SE,Kent,WA,98031,435000,4,2.5,Panther Lake,1714,3150,2005,10,254,32,Active,NA,NA,http://www.redfin.com/WA/Kent/19366-113th-Pl-SE-98031/home/2064441,NWMLS,1517073,47.428973,-122.189244,16.88333333,13.65,28.95,27.9,18.05,16.88333333,1782.995028,160.4166667,453.125,362.5,108.75,2899.786694,2,1,0.032,2,3.63,0.555,0.453,0.5,10.17
MLS Listing,Condo/Co-op,12840 SE 40th Ct Unit C4,Bellevue,WA,98006,369950,2,2,Factoria,995,94795,1979,10,372,441,Active,NA,NA,http://www.redfin.com/WA/Bellevue/12840-SE-40th-Ct-98006/unit-C4/home/38946,NWMLS,1517302,47.574689,-122.167575,17.6,22.45,17.16666667,22.3,22.81666667,22.45,1481.738335,133.3125,385.3645833,308.2916667,92.4875,2842.194585,1,1,0.08,1.999,2.876,0.987,0.496,0.494,8.932
MLS Listing,Townhouse,6537 34th Ave SW Unit B,Seattle,WA,98126,437500,3,2.25,High Point,1070,842,2006,10,409,0,Active,NA,NA,http://www.redfin.com/WA/Seattle/6537-34th-Ave-SW-98126/unit-B/home/12304094,NWMLS,1517152,47.5436004,-122.3755943,25.71666667,20.33333333,16.06666667,34.41666667,18.65,25.71666667,1794.572917,161.4583333,455.7291667,364.5833333,109.375,2885.718751,2,1,0.042,2,2.319,0.997,0.356,0.5,9.214
MLS Listing,Townhouse,23328 55th Ave S Unit 11-2,Kent,WA,98032,327000,3,2.5,Kent,1394,235968,1996,10,235,360,Active,NA,NA,http://www.redfin.com/WA/Kent/23328-55th-Ave-S-98032/unit-11-2/home/63417,NWMLS,1516747,47.3927147,-122.2660158,19.98333333,14.4,25.56666667,35.46666667,19.15,19.98333333,1282.830189,115.4166667,340.625,272.5,81.75,2453.121855,2,1,0.889,2,3.249,0.724,0.337,0.5,10.699
MLS Listing,Single Family Residential,4209 SE 2nd Pl,Renton,WA,98059,439000,3,1.75,Heather Downs,1020,11410,1959,10,430,0,Active,NA,NA,http://www.redfin.com/WA/Renton/4209-SE-2nd-Pl-98059/home/246370,NWMLS,1517441,47.4810812,-122.1622453,9.266666667,15.85,27.11666667,17.51666667,16.21666667,15.85,1801.519651,162.0833333,457.2916667,365.8333333,109.75,2896.477985,2,0.854,0.034,2,3.731,0.649,0.5,0.5,10.268
MLS Listing,Condo/Co-op,15150 65th Ave S #712,Tukwila,WA,98188,135000,1,1,Southcenter,656,0,1968,11,206,376,Active,NA,NA,http://www.redfin.com/WA/Tukwila/15150-65th-Ave-S-98188/unit-712/home/47257,NWMLS,1517861,47.4661056,-122.2521463,16.38333333,6.45,18.5,28.11666667,9.3,16.38333333,393.6482528,0,140.625,112.5,33.75,1056.523253,0,0,4,0.095,3.681,0.967,0.451,0.5,9.694
MLS Listing,Single Family Residential,420 E Meeker St,Kent,WA,98030,450000,2,1.75,Downtown Kent,1760,4858,1951,11,256,0,Active,NA,NA,http://www.redfin.com/WA/Kent/420-E-Meeker-St-98030/home/395940,NWMLS,1516691,47.3814986,-122.2288712,21.13333333,16.28333333,28.28333333,31.95,17.38333333,21.13333333,1852.462366,166.6666667,468.75,375,112.5,2975.379033,1,0.854,0.002,2,3.082,0.589,0.398,0.5,8.425
MLS Listing,Townhouse,21210 40th Way S Unit C,SeaTac,WA,98198,320000,2,2,West Hill,1146,1526204,2006,11,279,290,Active,NA,NA,http://www.redfin.com/WA/SeaTac/21210-40th-Way-S-98198/unit-C/home/22708042,NWMLS,1518147,47.411097,-122.284089,16.55,13.03333333,22.13333333,32.03333333,11.5,16.55,1250.412097,112.5,333.3333333,266.6666667,80,2332.912097,1,1,1.271,2,3.664,0.867,0.396,0.5,10.698
MLS Listing,Single Family Residential,26825 16th Ave S,Des Moines,WA,98198,159950,3,1,Woodmont,1440,10800,1954,11,111,0,Active,NA,NA,http://www.redfin.com/WA/Des-Moines/26825-16th-Ave-S-98198/home/345771,NWMLS,1515249,47.3607801,-122.3135309,21.16666667,15.78333333,26.75,36.65,20.01666667,21.16666667,509.1955929,0,166.6145833,133.2916667,39.9875,849.0893429,2,0,4,2,3.077,0.667,0.315,0.5,12.559
MLS Listing,Single Family Residential,663 Shelton Ave NE,Renton,WA,98056,384950,3,1.75,Highlands,1570,7020,1953,11,245,0,Active,NA,NA,http://www.redfin.com/WA/Renton/663-Shelton-Ave-NE-98056/home/242496,NWMLS,1503096,47.4936494,-122.16706,8.366666667,14.95,25.2,17.78333333,15.31666667,14.95,1551.205674,139.5625,400.9895833,320.7916667,96.2375,2508.786924,2,0.854,0.729,2,3.806,0.741,0.5,0.5,11.13
MLS Listing,Townhouse,3311 156th St SW Unit B2,Lynnwood,WA,98087,419995,2,2.5,Meadowdale,1478,1100,2019,11,284,175,Active,September-22-2019 10:00 AM,September-22-2019 05:00 PM,http://www.redfin.com/WA/Lynnwood/3311-156th-St-SW-98087/unit-B2/home/168987028,NWMLS,1517964,47.8577962,-122.2784772,34.51666667,39.36666667,24.23333333,39.61666667,37.5,39.36666667,1713.504533,154.1645833,437.4947917,349.9958333,104.99875,2935.158491,1,1,0.014,2,0.25,0.784,0.258,0.299,5.605
MLS Listing,Single Family Residential,603 Tacoma Ave NE,Renton,WA,98056,375000,3,1,Highlands,1400,5032,1953,11,268,0,Active,NA,NA,http://www.redfin.com/WA/Renton/603-Tacoma-Ave-NE-98056/home/243298,NWMLS,1517604,47.4924241,-122.1656603,7.966666667,14.55,24.8,17.06666667,14.91666667,14.55,1505.125673,135.4166667,390.625,312.5,93.75,2437.417339,2,0,0.936,2,3.836,0.759,0.5,0.5,10.531
MLS Listing,Condo/Co-op,8515 Main St #104,Edmonds,WA,98026,389950,2,1,5 Corners,1073,9583,1973,11,363,375,Active,NA,NA,http://www.redfin.com/WA/Edmonds/8515-Main-St-98026/unit-104/home/2773260,NWMLS,1514999,47.8095187,-122.3478072,39.68333333,36.4,22.78333333,45.3,36.05,39.68333333,1574.361454,141.6458333,406.1979167,324.9583333,97.4875,2919.651037,1,0,0.021,2,0.223,0.843,0.149,0.326,4.562
MLS Listing,Condo/Co-op,9056 Mary Ave NW #101,Seattle,WA,98117,375000,1,1,Crown Hill,646,8208,1988,12,580,255,Active,NA,NA,http://www.redfin.com/WA/Seattle/9056-Mary-Ave-NW-98117/unit-101/home/21616782,NWMLS,1517280,47.6959034,-122.3750515,35.05,31.76666667,18.13333333,40.66666667,34.11666667,35.05,1505.125673,135.4166667,390.625,312.5,93.75,2692.417339,0,0,0.297,0.065,0.746,0.973,0.237,0.361,2.679
MLS Listing,Single Family Residential,627 Bridges Ave S,Kent,WA,98032,265000,2,1,Kent,920,6600,1948,12,288,0,Active,NA,NA,http://www.redfin.com/WA/Kent/627-Bridges-Ave-S-98032/home/397707,NWMLS,1510943,47.3756904,-122.231805,18.21666667,15.01666667,29.06666667,34.36666667,18.16666667,18.21666667,995.6985219,89.58333333,276.0416667,220.8333333,66.25,1648.406855,1,0,3.51,1.809,3.48,0.549,0.357,0.5,11.205
MLS Listing,Condo/Co-op,14441 127th Ln NE Unit S2,Kirkland,WA,98034,269000,2,1,Kingsgate,923,529408,1979,12,291,437,Active,NA,NA,http://www.redfin.com/WA/Kirkland/14441-127th-Ln-NE-98034/unit-S-2/home/145124977,NWMLS,1517217,47.7335734,-122.1700577,28.45,33.3,25.73333333,33.55,33.66666667,33.3,1014.223146,91.25,280.2083333,224.1666667,67.25,2114.098146,1,0,2.039,1.823,1.005,0.716,0.371,0.369,7.323
MLS Listing,Single Family Residential,409 Whitworth Ave S,Renton,WA,98057,415000,4,2.75,Downtown,2290,7200,1921,12,181,0,Active,NA,NA,http://www.redfin.com/WA/Renton/409-Whitworth-Ave-S-98057/home/343511,NWMLS,1514434,47.4778374,-122.2123175,8.866666667,8.733333333,21.08333333,25.35,11.1,8.866666667,1690.371909,152.0833333,432.2916667,345.8333333,103.75,2724.330243,2,1,0.24,2,4,0.902,0.478,0.5,11.12
MLS Listing,Condo/Co-op,4171 W Lake Sammamish Pkwy SE Unit A102,Bellevue,WA,98008,330000,2,1.5,West Lake Sammamish,894,0,1981,12,369,367,Active,NA,NA,http://www.redfin.com/WA/Bellevue/4171-W-Lake-Sammamish-Pkwy-SE-98008/unit-A102/home/65450,NWMLS,1517367,47.5701988,-122.1027531,15.48333333,20.33333333,16.93333333,13.95,20.7,20.33333333,1296.723656,116.6666667,343.75,275,82.5,2481.640323,1,0.5,0.805,1.673,3.2,0.99,0.5,0.5,9.168
MLS Listing,Single Family Residential,22629 61st Ave SE,Bothell,WA,98021,445000,3,2.25,Bothell,2934,58370,1967,12,152,0,Active,NA,NA,http://www.redfin.com/WA/Bothell/22629-61st-Ave-SE-98021/home/144419934,NWMLS,1500242,47.7916134,-122.1500363,29.41666667,34.26666667,26.7,34.51666667,34.63333333,34.26666667,1829.306587,164.5833333,463.5416667,370.8333333,111.25,2939.51492,2,1,0.012,2,0.859,0.669,0.354,0.352,7.246
MLS Listing,Single Family Residential,10417 Aqua Way S,Seattle,WA,98168,400000,4,2,White Center,2120,8388,1965,12,189,0,Active,NA,NA,http://www.redfin.com/WA/Seattle/10417-Aqua-Way-S-98168/home/187718,NWMLS,1517278,47.5096981,-122.327995,21.18333333,15.8,16.73333333,35.08333333,12.08333333,21.18333333,1620.904571,145.8333333,416.6666667,333.3333333,100,2616.737904,2,1,0.455,2,3.074,0.992,0.344,0.5,10.365
MLS Listing,Townhouse,14615 1st Ln NE Unit C,Duvall,WA,98019,289000,1,1.5,Duvall In Town,1183,341354,2003,12,244,263,Active,NA,NA,http://www.redfin.com/WA/Duvall/14615-1st-Ln-NE-98019/unit-C/home/65887,NWMLS,1516994,47.73346,-121.986197,39.11666667,43.96666667,35.91666667,41.3,44.33333333,43.96666667,1106.846264,99.58333333,301.0416667,240.8333333,72.25,2083.554597,0,0.5,2.149,2,0.009,0.21,0.225,0.167,5.26
MLS Listing,Single Family Residential,103 Logan Ave S,Renton,WA,98057,420000,3,1,Renton,1000,4363,1938,12,420,0,Active,NA,NA,http://www.redfin.com/WA/Renton/103-Logan-Ave-S-98057/home/343254,NWMLS,1515178,47.4826456,-122.2094027,6,10.71666667,21.53333333,23.1,13.06666667,10.71666667,1713.527689,154.1666667,437.5,350,105,2760.194355,2,0,0.182,2,3.996,0.887,0.493,0.5,10.058
